source,search_query,video_title,video_id,video_url,channel_name,comment_id,comment,author,likes,reply_count,published_at
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgytNesJo7JqOS1fTdt4AaABAg.AXX120ghWRcAXuwILLIU3B, @theshreemanji aur scooty,@SaifKhan-x5e1p,0,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwKob8TTfa2-C3J94R4AaABAg,Good video,@BibekAgrwaal,0,1,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz9Vyuj564Y02vprsB4AaABAg,Satara me 5 km ke 50ya 51 hi milte hai,@cricketshadows,3,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwjJ8BndPUrHTZMq-54AaABAg,8:16 respect 🙏 working on food delevry even when disabled,@itschetanlifts,16,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugzzk3HB-UudIY1F_w94AaABAg,Ap k paas konsa action camera hai,@Saliqshah1252,0,2,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugwaj0WvhYhlSExxHnR4AaABAg,Ye gigs ka kuch samaj nahi aya..,@RANG3R-05,0,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugy88U2OK2eCo0o20UJ4AaABAg,Good bhai,@kidswithanimalsnature9983,3,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwoqoRIDuHPXYIUBPN4AaABAg,I placed an order between 12 midnight and 12:30 am and paid ₹185/- cash to Blinkit but received a product with MRP of ₹100/-. After finding out the mismatch in price when I am trying to raise a complaint with Blinkit my order is not listed in the order history.,@vers4662,1,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwzPAGJ1HixOE4hCGx4AaABAg,Blenkit ka do app hai hum log bhaiya yellow wala use karga na ek app ko dilit kr Sakta hai na bhaiya ji please reply me,@Abhishek_vlogs0002,2,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugw2NksNnPH1c7lhZBB4AaABAg,Bhaiya Ji mera aapse ek sawal tha ki agar ham log blinking delivery job karte Hain Jaise 6 hours kam kar liya hai aur aap Ham nahin karna chahte to sarve band karne ke liye kya kar sakte hain with full detail😢😮,@BoraBBORA-p5c8c,4,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwEN_FmKQSiRLy14Qh4AaABAg,"5.5 km pe 55 rupees 👍
Hamare yaha burdwan West Bengal mai 9 km 55 rupees deta hai 😢",@koushikrudra5769,1,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz8atwT_-tpRuKLtMR4AaABAg,Thank You so much bhaiya you solved all my questions ❤ Boht saara pyaar,@ashh26,3,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugzo-XJwIRUfdaA7UB54AaABAg,5.5 km jana 5.5 km aana totel 11km bhout kam paisa mila,@AkkiBhai-e4t,12,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz6xp5In5Y8z_n_H3V4AaABAg,Bhai rapido sahi rhega ya blinkit 😢,@Ytytking,0,2,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzZryrVAI0aVa4KelR4AaABAg,Hisab karle 5hrs karoge to 300 banega sab fuel ye sab kat kar😅😅,@bslbsl95,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwRp5pzf8UwWxxZXH94AaABAg,Dress aur Bag kaha milega?,@surajtudu26,0,3,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwNA8A9yB9OZZOoL794AaABAg,Main as a influencer work karna chahta hu kya karna padega please support,@amankumargupta9522,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyRZmB9F0kBoPOX4XR4AaABAg,Hi,@amankumargupta9522,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugx9Z__gY_RjCv6GAa54AaABAg,Bahot ache se bataye work ka tarika thanks....i m also want to join as a rider ....so watching yr vedio...,@AtikurRahman-fr7xe,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzaBm6AS8SkeQDIa2V4AaABAg,Very nice vidio.Night me maximum kitne baje tak order kar sakte hai.  Aur Morning kitne jaldi shuru kar sakte hai   .pls suggest,@MOUNTAINSOUL4444,0,3,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz4Cil0j9V689dpc654AaABAg,Bhaiya otp bhi mangna padta h,@rohitraazsinghaniya,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwKob8TTfa2-C3J94R4AaABAg.AXX-RTWaL4NAXaLAobbT3m,Thanks,@theshreemanji,0,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugzzk3HB-UudIY1F_w94AaABAg.AXQTx_O8vx8AXQxhcNL7PQ,gopro hero 12,@theshreemanji,0,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugzzk3HB-UudIY1F_w94AaABAg.AXQTx_O8vx8AXR9irhbQQw,Thanks,@Saliqshah1252,0,0,1 month ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugw2NksNnPH1c7lhZBB4AaABAg.AX98q6HanfKAYsbjGGokD5,Duty offline kr do bs,@DeepakGautam-o3v,0,0,3 weeks ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwEN_FmKQSiRLy14Qh4AaABAg.AX1uuGabgXjAX4JN5cecy6,First order pe zyada hai,@99gamingdevices69,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz8atwT_-tpRuKLtMR4AaABAg.AWy9jTY_3tQAWzet-wp8PH,"Thanks for your love dear, best of luck for your work.",@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz6xp5In5Y8z_n_H3V4AaABAg.AWmo87XppreAWmq2k0Pct5,blinkit hi best hai ager apki bike ki yellow plate no. nhi  h to,@theshreemanji,1,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz6xp5In5Y8z_n_H3V4AaABAg.AWmo87XppreAX4JiJ2yfWm,​ @theshreemanji bike pe yellow bord be ata hai kya?,@99gamingdevices69,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwRp5pzf8UwWxxZXH94AaABAg.AWje3o28JnQAWjnvjJ_b1k,ye apko blinkit store se hi mila jaye ga first day se hi dear,@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwRp5pzf8UwWxxZXH94AaABAg.AWje3o28JnQAWjqVwnCxvz,"​ @theshreemanji dhayanwaad bhaiya ji 🙏🏼

Bag and dress ka kitna padega charge?",@surajtudu26,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyRZmB9F0kBoPOX4XR4AaABAg.AWi2BDtockKAWjoJQ3P050,hi,@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugx9Z__gY_RjCv6GAa54AaABAg.AWhzvpz615YAWjnxOD6IMg,Thanks and welcome,@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzaBm6AS8SkeQDIa2V4AaABAg.AWgJmbwm7QGAWgux90qHIg,night mai ap 12 baje tk ot morining mai ap 6 baje se strat kr skte ho dear,@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzaBm6AS8SkeQDIa2V4AaABAg.AWgJmbwm7QGAWhzcwAP1ld,​ @theshreemanji  ok thank you very much.,@MOUNTAINSOUL4444,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugz4Cil0j9V689dpc654AaABAg.AW_aHPz5FwRAWgvsurr-N0,dear otp tab magna pdta hai jb order 2000 se uper ka ho otherwise koi otp nhi hota isme ager hoga to apko application pr show ho jaye ga,@theshreemanji,1,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgygDjl79mBCRT33dyt4AaABAg,Bahut achha bat kahe,@bodhprakash6412,2,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyMNujZNX3exERvayZ4AaABAg,Dress aur bag kb milta hai..?,@Jokesdarbaar,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxzX_roVzgRIToYFF54AaABAg,Accha explan kia,@MohdAnas-00,1,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugzhb4cJkk6u9ElYcud4AaABAg,"Bhai bike id se 
Cycle se delivery kar sakte hain kya koi problem to create nahi hogi blinkit me(jaise ki customer ka time pressure)

Aur ye Raghav chadda sansad ji ne riders ke liye 10 minute ka mudda rakha tha vo kya solve hua?",@ankitpandey8714,0,3,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwxLWKuT9i5LghO0Cd4AaABAg,Joining karte time Kuch paise lagte hai kya ?,@COOL-dh8qe,0,3,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugw63OuMD2SZmt9QWmV4AaABAg,8:31 melt my heart😢,@iamfariyadahmad,3,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyPwJccrQheXbAb5MZ4AaABAg,"Hr ne btaya hai, 25k monthly base milenge, kya ye sahi bataya ja rha h 
Reply",@RinkkuuThakur,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugx5GmQM_sqvxZzkCnB4AaABAg,Thank you so much bhayya ❤❤❤,@mohammedsultan7168,1,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugxfp6X_5Cf2kQ537J94AaABAg,Mere bina licence ki id bani he to kr sakta hu kya,@Musiclover-ih9gr,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzsCSCNwSEy9TPEXhZ4AaABAg,Kal mera first day h,@THEGUYON25T,0,2,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugy4sOwW2IoxCFIUWQR4AaABAg,कोई मेरा भी ओपन बॉक्स डिलीवरीदेखो 🙏👍 भाई आप हमें भी सपोर्ट करो❤🙏,@ImArmaandeliverypartnerMughal,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,Ugxsl5AYpIKf-vkkCBl4AaABAg,Bhaiya isme driving licence chahiye hota ya nahi,@LavkushSharma-e3h,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxSOA9RwbeVO8D_SOt4AaABAg,Dosoo 😢,@AkaashPatel-u1h,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxOVx1mJyVtwWxzHzd4AaABAg,Thank you sir,@manojmadhubaniyaentertainm2918,0,1,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxtZ35z255lZuOBOoJ4AaABAg,Nice,@Naveeng82,0,1,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwcMCL38kOI8_uyRm54AaABAg,bahut gaand faad kaam hai ye,@masterpie7,0,0,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgzxX27ihjyUwpY0mvZ4AaABAg,Bhai mereko part time krna hai mere liye best hai kya,@the_devilds905,0,1,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgwDQZcvL-Oqk_qBYrd4AaABAg,Bahut badhiya se bataya ❤,@mantukumar-ru6jc,2,1,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxQ1pe9fjc6Rua9VJ14AaABAg,ड्रेस और बैग कौन देगा?,@MR.PERFECT-AI,0,2,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyH_zS7CCqxJdZZF8x4AaABAg,Bhai ek br chrge krke kitne k.m chl jti hai ye scoty apki,@gouravsachdeva6538,1,2,3 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgygDjl79mBCRT33dyt4AaABAg.AW_4iIS-wD1AW_YUQ6irNH,thanks dear,@theshreemanji,0,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgyMNujZNX3exERvayZ4AaABAg.AWYPrPabRICAW_YEwM-TGC,apko first day se hi blinkit store pr mil jaye ga,@theshreemanji,1,0,2 months ago
youtube,Blinkit review,blinkit delivery job first day working || order pick and drop || full details 2026,bpoI3hs0f2Y,https://www.youtube.com/watch?v=bpoI3hs0f2Y,The Shreemanji,UgxzX_roVzgRIToYFF54AaABAg.AWWMJb3_wB1AWXhqnNNUiu,thanks dear,@theshreemanji,0,0,2 months ago
